Distance,Change number,Travel time,Starting hour,Executing time,Stops number
0.2872877599999981,8,10280.0,1900-01-01 22:59:40,50.2018928527832,58
0.06107039000000469,1,1513.0,1900-01-01 05:04:47,1.3506412506103516,5
0.411163939999998,20,56181.0,1900-01-01 16:04:39,120.26786804199219,64
0.39724999999999966,19,17937.0,1900-01-01 00:55:03,183.68840217590332,69
0.1305431800000001,8,16482.0,1900-01-01 00:37:18,115.21220207214355,26
0.30740567999999513,8,13417.0,1900-01-01 01:39:23,119.42076683044434,49
0.2787727800000006,17,5054.0,1900-01-01 17:36:46,105.65972328186035,50
0.1117814399999979,5,4851.0,1900-01-01 22:03:09,81.07542991638184,28
0.11692516999999825,8,8359.0,1900-01-01 13:10:41,105.26490211486816,26
0.09596046000000058,7,2008.0,1900-01-01 17:14:32,128.4019947052002,16
0.2794896999999992,9,10594.0,1900-01-01 07:38:26,88.73891830444336,44
0.3666473700000026,16,10478.0,1900-01-01 14:23:22,81.32648468017578,41
0.17578543000000124,12,5087.0,1900-01-01 13:59:13,17.733097076416016,32
0.4361159299999997,25,11796.0,1900-01-01 01:55:24,90.02137184143066,87
0.1763622699999985,14,16640.0,1900-01-01 23:48:40,92.65398979187012,65
0.17848657000000046,14,4545.0,1900-01-01 15:52:15,71.9904899597168,38
0.18074137999999706,11,22106.0,1900-01-01 23:04:34,101.81903839111328,40
0.38243620000000433,10,12857.0,1900-01-01 10:43:43,93.04547309875488,52
0.400321150000007,7,36090.0,1900-01-01 19:39:30,152.8944969177246,46
0.2234620100000022,8,4725.0,1900-01-01 11:46:15,122.96581268310547,33
0.3851577500000012,16,12206.0,1900-01-01 11:16:34,89.70856666564941,55
0.35210037000000227,9,10379.0,1900-01-01 16:43:01,23.283004760742188,47
0.058786590000000416,8,1529.0,1900-01-01 08:07:31,41.24093055725098,10
0.15220319999999887,8,1887.0,1900-01-01 06:37:33,54.40926551818848,21
0.03465032000000434,6,1409.0,1900-01-01 17:46:31,12.078046798706055,9
0.20190382000000184,7,9965.0,1900-01-01 14:00:55,9.550809860229492,28
0.15825520000000282,13,2257.0,1900-01-01 04:56:23,38.861989974975586,41
0.09906000000000148,4,25452.0,1900-01-01 21:52:48,134.36651229858398,13
0.03815513999999709,4,970.0,1900-01-01 05:24:50,12.549638748168945,11
0.12206080999999713,12,2176.0,1900-01-01 13:22:44,33.24437141418457,22
0.2057002199999971,6,5101.0,1900-01-01 21:35:59,102.66399383544922,37
0.19783680999999476,13,5750.0,1900-01-01 03:16:10,21.457910537719727,32
0.08602475999999726,7,7994.0,1900-01-01 03:27:46,96.50731086730957,22
0.20582138000000683,9,5294.0,1900-01-01 16:03:46,69.72837448120117,48
0.005351569999998418,2,396.0,1900-01-01 19:33:24,2.9916763305664062,3
0.16345176000000095,14,2365.0,1900-01-01 18:30:35,39.59178924560547,19
0.048901300000004255,3,2875.0,1900-01-01 02:00:05,8.072376251220703,8
0.15692816000000676,10,2863.0,1900-01-01 05:25:17,60.02211570739746,31
0.16896538000000305,11,2704.0,1900-01-01 07:12:56,75.71625709533691,41
0.14500555000000404,9,3281.0,1900-01-01 04:04:19,56.65731430053711,38
0.14819202999999703,8,2258.0,1900-01-01 14:14:22,18.28145980834961,22
0.13579898999999784,10,2501.0,1900-01-01 16:18:19,37.14919090270996,27
0.4230312699999992,14,6933.0,1900-01-01 17:39:27,98.62589836120605,69
0.156994650000005,8,3745.0,1900-01-01 16:36:35,63.55929374694824,28
0.20890639000000277,14,24222.0,1900-01-01 23:25:18,174.30901527404785,46
0.1488529800000009,10,12786.0,1900-01-01 01:56:54,100.24619102478027,52
0.20128421000000074,15,3879.0,1900-01-01 20:26:21,69.03600692749023,55
0.1461391199999973,10,2900.0,1900-01-01 22:14:40,26.487350463867188,25
0.27720873999999895,8,12569.0,1900-01-01 09:30:31,94.77400779724121,38
0.21437527000000145,16,4765.0,1900-01-01 16:37:35,76.74574851989746,25
0.06471590000000305,4,2020.0,1900-01-01 21:48:20,13.04006576538086,17
0.02696589999999688,2,382.0,1900-01-01 05:53:38,3.7565231323242188,4
0.19684094999999502,20,13633.0,1900-01-01 01:14:47,47.78647422790527,66
0.20493946000000207,4,7460.0,1900-01-01 17:31:40,5.761384963989258,23
0.057589240000002206,5,2074.0,1900-01-01 21:26:26,24.222135543823242,14
0.26896889,10,3347.0,1900-01-01 09:57:13,56.80370330810547,37
0.27324883,12,3757.0,1900-01-01 08:10:23,71.09570503234863,41
0.10461462999999327,11,2877.0,1900-01-01 10:11:03,38.26761245727539,31
0.12129894999999635,8,1836.0,1900-01-01 05:30:24,36.46373748779297,18
0.21983253000000147,12,6222.0,1900-01-01 03:20:18,40.68470001220703,50
0.07977530999999871,9,1461.0,1900-01-01 17:35:39,29.62183952331543,13
0.1667462600000036,5,9811.0,1900-01-01 02:32:29,13.75436782836914,20
0.024094139999995434,1,33559.0,1900-01-01 19:53:41,0.4246234893798828,2
0.18566114999999428,11,4255.0,1900-01-01 12:28:05,83.59575271606445,35
0.1424580500000019,4,1923.0,1900-01-01 13:41:57,48.125267028808594,17
0.08202933999999829,2,2272.0,1900-01-01 21:55:08,29.644012451171875,11
0.48297080000000037,18,20285.0,1900-01-01 23:00:55,93.78767013549805,83
0.09224282999999645,4,7311.0,1900-01-01 20:59:09,76.27558708190918,9
0.12748123000000788,2,1539.0,1900-01-01 07:29:21,35.546302795410156,17
0.08173374999999439,9,2652.0,1900-01-01 11:21:48,14.205694198608398,22
0.16265319000000034,22,10660.0,1900-01-01 02:21:20,132.00831413269043,66
